kernel_name,total_call_count,total_time_us,percent
"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 1024u, 4096u, 1u, 128u, 192u, 128u, 128u, 128u, 128u, 4u, 128u, 256u, 1u, false, 132u, (deep_gemm::GemmType)4, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",43,1914.256,0.007%
memcpy128,1015,1900.522,0.007%
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<4> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",1056,1891.351,0.007%
"void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)",1055,1820.829,0.007%
"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 1536u, 4096u, 1u, 128u, 192u, 128u, 128u, 128u, 128u, 4u, 128u, 256u, 2u, false, 132u, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",43,1652.194,0.006%
nvjet_tst_32x64_64x16_2x1_v_bz_splitK_TNN,168,1577.249,0.006%
triton_poi_fused___and_____or___add_bitwise_not_ge_lt_mul_sub_0,1056,1390.775,0.005%
"void marlin_moe_wna16::Marlin<1125899906909960l, 562949953487106l, 1125899906909960l, 2814749767106568l, 128, 1, 4, 8, true, 4, 2, false>(int4 const*, int4 const*, int4*, int4*, int4 const*, float const*, int4 const*, float const*, int4 const*, int const*, int const*, int const*, int const*, float const*, int, bool, int, int, int, int, int*, bool, bool, bool)",86,1286.399,0.005%
"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 4096u, 256u, 1u, 32u, 32u, 128u, 128u, 128u, 64u, 16u, 128u, 128u, 1u, false, 132u, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",344,1183.711,0.005%
"void deep_gemm::fp8_gemm_kernel_swapAB<4096u, 256u, 128u, 16u, 128u, 1u, 8u, 128u, 128u, 1u, deep_gemm::NormalSchedulerSwapAB<4096u, 128u, 16u, 1u, 1u, 32u, 16u>, deep_gemm::NormalSchedulerInputSwapAB>(__nv_bfloat16*, float*, deep_gemm::NormalSchedulerInputSwapAB, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",344,1174.962,0.005%
"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 8192u, 1024u, 1u, 32u, 64u, 128u, 128u, 128u, 128u, 16u, 128u, 128u, 1u, false, 132u, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",168,1154.94,0.004%
"void deep_gemm::fp8_gemm_kernel_swapAB<8192u, 1024u, 128u, 16u, 128u, 1u, 8u, 128u, 128u, 1u, deep_gemm::NormalSchedulerSwapAB<8192u, 128u, 16u, 1u, 1u, 64u, 16u>, deep_gemm::NormalSchedulerInputSwapAB>(__nv_bfloat16*, float*, deep_gemm::NormalSchedulerInputSwapAB, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",168,1123.351,0.004%
"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>, 4, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::CUDAFunctor_add<int>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)",1055,1123.215,0.004%
sub_func_tensor_scalar_kernel_rank_1,1056,1074.056,0.004%
rsqrt_func_kernel_rank_1,1056,1048.788,0.004%
add_func_tensor_scalar_kernel_rank_1,1056,1026.796,0.004%
void vllm::cooperative::cooperative_topk_cs8<512u>(vllm::cooperative::CooperativeTopKParams<512u>),189,1021.085,0.004%
"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 512u, 4096u, 1u, 128u, 192u, 128u, 128u, 128u, 128u, 4u, 128u, 256u, 1u, false, 132u, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",43,970.551,0.004%
nvjet_tss_128x80_64x8_1x2_h_bz_TNT,43,949.877,0.004%
nvjet_tss_128x64_64x8_1x2_h_bz_TNT,43,835.537,0.003%
nvjet_tst_64x16_64x16_1x1_h_bz_splitK_TNT,84,772.399,0.003%
nvjet_tst_64x8_64x16_1x1_h_bz_splitK_TNT,84,757.749,0.003%
nvjet_tss_128x160_64x5_2x1_v_bz_TNT,21,690.351,0.003%
"void deep_gemm::sm90_fp8_gemm_1d2d_impl<(cute::UMMA::Major)0, 0u, 512u, 4096u, 1u, 128u, 128u, 128u, 128u, 128u, 128u, 5u, 128u, 256u, 1u, false, 132u, (deep_gemm::GemmType)0, deep_gemm::epilogue::transform::EpilogueIdentity>(float*, int*, unsigned int, unsigned int, unsigned int, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st, CUtensorMap_st)",43,659.409,0.003%
"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1})",236,586.083,0.002%
nvjet_tst_128x40_64x10_2x1_v_bz_TNT,8,440.264,0.002%
nvjet_tst_128x56_64x9_2x1_v_bz_TNT,8,439.784,0.002%
nvjet_tst_128x64_64x8_2x1_v_bz_TNT,8,439.626,0.002%
nvjet_tst_64x64_64x13_1x4_h_bz_TNT,21,435.721,0.002%
nvjet_tst_128x48_64x9_2x1_v_bz_TNT,8,433.357,0.002%
nvjet_tst_128x24_64x11_2x1_v_bz_TNT,8,431.466,0.002%
nvjet_tst_128x32_64x10_2x1_v_bz_TNT,8,430.825,0.002%
nvjet_tst_128x16_64x11_2x1_v_bz_TNT,8,422.346,0.002%
nvjet_tst_128x8_64x12_2x1_v_bz_TNT,8,415.37,0.002%
nvjet_tst_32x64_64x16_2x1_v_bz_TNN,21,364.615,0.001%
"void deep_gemm::sched::smxx_paged_mqa_logits_metadata<32u, 256u, 132u, false>(unsigned int, unsigned int, bool, unsigned int const*, unsigned int const*, unsigned int*)",33,94.947,<0.001%
_build_prefill_chunk_metadata_kernel,33,70.717,<0.001%
_compute_prefill_metadata_kernel,66,68.096,<0.001%
reduce_then_scan_root_scan_kernel_row,33,36.896,<0.001%
sub_func_kernel_rank_1,33,34.497,<0.001%
"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_kernel_impl<at::native::OpaqueType<2> >(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1})",1,3.296,<0.001%
