operator,input_shapes,input_dtypes,call_count
_moe_C::topk_softplus_sqrt,"[[1,6],[1,6],[1,6],[1,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",120
aten::as_strided,"[[1,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",120
aten::new_empty,"[[16,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107
aten::new_empty,"[[2,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107
aten::new_empty,"[[4,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107
aten::new_empty,"[[8,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",107
aten::view,"[[16,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107
aten::view,"[[2,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107
aten::view,"[[4,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107
aten::view,"[[8,1024],[]]","[""c10::BFloat16"",""ScalarList""]",107
vllm::all_reduce,"[[16,4096],[]]","[""c10::BFloat16"",""""]",87
vllm::all_reduce,"[[2,4096],[]]","[""c10::BFloat16"",""""]",87
vllm::all_reduce,"[[4,4096],[]]","[""c10::BFloat16"",""""]",87
vllm::all_reduce,"[[8,4096],[]]","[""c10::BFloat16"",""""]",87
_C::per_token_group_fp8_quant,"[[32,256],[32,256],[32,2],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
_C::per_token_group_fp8_quant,"[[64,256],[64,256],[64,2],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
_C::silu_and_mul_with_clamp,"[[192,256],[192,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",86
_C::silu_and_mul_with_clamp,"[[384,256],[384,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",86
_moe_C::moe_align_block_size,"[[32,6],[],[],[1536],[192],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",86
_moe_C::moe_align_block_size,"[[64,6],[],[],[2176],[272],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",86
_moe_C::moe_wna16_marlin_gemm,"[[192,256],[192,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[1536],[192],[1],[32,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
_moe_C::moe_wna16_marlin_gemm,"[[32,4096],[192,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[1536],[192],[1],[32,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
_moe_C::moe_wna16_marlin_gemm,"[[384,256],[384,4096],[256,16,8192],[],[256,8,4096],[],[],[],[],[],[528],[2176],[272],[1],[64,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
_moe_C::moe_wna16_marlin_gemm,"[[64,4096],[384,512],[256,256,1024],[],[256,128,512],[],[],[],[],[],[528],[2176],[272],[1],[64,6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""int"","""",""c10::Float8_e8m0fnu"","""","""","""","""","""",""int"",""int"",""int"",""int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
aten::_reshape_alias,"[[32,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",86
aten::_reshape_alias,"[[64,2],[],[]]","[""float"",""ScalarList"",""ScalarList""]",86
aten::add,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86
aten::add,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86
aten::as_strided,"[[1,1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[1,32,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[1,32,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[1,64,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[1,64,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[16,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[2,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[2,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[2,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[32,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[32,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[32,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[32,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[32,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[4,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[64,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[64,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[64,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86
aten::as_strided,"[[64,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[64,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::as_strided,"[[8,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86
aten::empty_like,"[[16,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[2,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[32,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[32,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",86
aten::empty_like,"[[32,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[4,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[64,1024],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[64,4096],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",86
aten::empty_like,"[[64,512],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::empty_like,"[[8,4,4096],[],[],[],[],[]]","[""c10::BFloat16"","""","""","""",""Scalar"",""""]",86
aten::flatten,"[[192,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86
aten::flatten,"[[32,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86
aten::flatten,"[[384,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86
aten::flatten,"[[64,1,1024],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",86
aten::mm,"[[32,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86
aten::mm,"[[64,4096],[4096,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86
aten::mul_,"[[32,6],[]]","[""float"",""double""]",86
aten::mul_,"[[64,6],[]]","[""float"",""double""]",86
aten::new_empty,"[[1,8,512],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",86
aten::new_empty,"[[16,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[16,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86
aten::new_empty,"[[2,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[2,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86
aten::new_empty,"[[32,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[32,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[4,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[4,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86
aten::new_empty,"[[64,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[64,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[8,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",86
aten::new_empty,"[[8,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",86
aten::pad,"[[32,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",86
aten::pad,"[[64,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",86
aten::permute,"[[2,32],[]]","[""float"",""ScalarList""]",86
aten::permute,"[[2,64],[]]","[""float"",""ScalarList""]",86
aten::permute,"[[32,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::permute,"[[32,1,32],[]]","[""float"",""ScalarList""]",86
aten::permute,"[[32,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",86
aten::permute,"[[64,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::permute,"[[64,1,32],[]]","[""float"",""ScalarList""]",86
aten::permute,"[[64,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",86
aten::record_stream,"[[32,4096],[]]","[""c10::BFloat16"",""""]",86
aten::record_stream,"[[64,4096],[]]","[""c10::BFloat16"",""""]",86
aten::reshape,"[[192,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[196608],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[32,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[32,2],[]]","[""float"",""ScalarList""]",86
aten::reshape,"[[384,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[393216],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[49152],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[64,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::reshape,"[[64,2],[]]","[""float"",""ScalarList""]",86
aten::reshape,"[[98304],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::result_type,"[[16,6],[]]","[""float"",""Scalar""]",86
aten::result_type,"[[2,6],[]]","[""float"",""Scalar""]",86
aten::result_type,"[[4,6],[]]","[""float"",""Scalar""]",86
aten::result_type,"[[8,6],[]]","[""float"",""Scalar""]",86
aten::slice,"[[32,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
aten::slice,"[[64,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
aten::split_with_sizes,"[[32,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",86
aten::split_with_sizes,"[[64,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",86
aten::squeeze,"[[1,32,2],[]]","[""float"",""Scalar""]",86
aten::squeeze,"[[1,64,2],[]]","[""float"",""Scalar""]",86
aten::to,"[[32,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86
aten::to,"[[32,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86
aten::to,"[[64,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86
aten::to,"[[64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",86
aten::transpose,"[[1,1,64],[],[]]","[""float"",""Scalar"",""Scalar""]",86
aten::transpose,"[[1,32,32],[],[]]","[""float"",""Scalar"",""Scalar""]",86
aten::transpose,"[[1,32,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",86
aten::transpose,"[[1,64,32],[],[]]","[""float"",""Scalar"",""Scalar""]",86
aten::transpose,"[[1,64,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",86
aten::unsqueeze,"[[32,2],[]]","[""float"",""Scalar""]",86
aten::unsqueeze,"[[64,2],[]]","[""float"",""Scalar""]",86
aten::view,"[[12,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[12288],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[16,16],[]]","[""float"",""ScalarList""]",86
aten::view,"[[16,4],[]]","[""float"",""ScalarList""]",86
aten::view,"[[192,512],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[196608],[]]","[""unsigned char"",""Scalar""]",86
aten::view,"[[2,16],[]]","[""float"",""ScalarList""]",86
aten::view,"[[2,4],[]]","[""float"",""ScalarList""]",86
aten::view,"[[24,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[32,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[32,1536],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[32,256],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[32,512],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[384,512],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[393216],[]]","[""unsigned char"",""Scalar""]",86
aten::view,"[[4,16],[]]","[""float"",""ScalarList""]",86
aten::view,"[[4,4],[]]","[""float"",""ScalarList""]",86
aten::view,"[[48,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[6144],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[64,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[64,1536],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[64,256],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[64,512],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[786432],[]]","[""unsigned char"",""Scalar""]",86
aten::view,"[[8,16],[]]","[""float"",""ScalarList""]",86
aten::view,"[[8,4],[]]","[""float"",""ScalarList""]",86
aten::view,"[[96,4096],[]]","[""c10::BFloat16"",""ScalarList""]",86
aten::view,"[[98304],[]]","[""unsigned char"",""Scalar""]",86
aten::zero_,"[[32,64,512]]","[""c10::BFloat16""]",86
aten::zero_,"[[64,64,512]]","[""c10::BFloat16""]",86
triton_poi_fused_clamp_mul_sigmoid_slice_0,"[[32,512],[],[],[32,256],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",86
triton_poi_fused_clamp_mul_sigmoid_slice_0,"[[64,512],[],[],[64,256],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[16,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[2,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[32,256],[4096,256],[32,2],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[32,4096],[1536,4096],[12,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[32,4096],[512,4096],[4,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[4,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[64,256],[4096,256],[32,2],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[64,4096],[1536,4096],[12,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[64,4096],[512,4096],[4,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[8,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",86
vllm::fused_inv_rope_fp8_quant_kernel,"[[32,8,512],[32],[1048576,64],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
vllm::fused_inv_rope_fp8_quant_kernel,"[[64,8,512],[64],[1048576,64],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",86
vllm::moe_forward_shared,"[[32,4096],[32,4096],[32,4096],[32],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""int"","""",""Scalar""]",86
vllm::moe_forward_shared,"[[64,4096],[64,4096],[64,4096],[64],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""int"","""",""Scalar""]",86
aten::view,"[[16,4,1],[]]","[""float"",""ScalarList""]",85
aten::view,"[[16,4,4],[]]","[""float"",""ScalarList""]",85
aten::view,"[[2,4,1],[]]","[""float"",""ScalarList""]",85
aten::view,"[[2,4,4],[]]","[""float"",""ScalarList""]",85
aten::view,"[[4,4,1],[]]","[""float"",""ScalarList""]",85
aten::view,"[[4,4,4],[]]","[""float"",""ScalarList""]",85
aten::view,"[[8,4,1],[]]","[""float"",""ScalarList""]",85
aten::view,"[[8,4,4],[]]","[""float"",""ScalarList""]",85
aten::as_strided,"[[1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",84
aten::as_strided,"[[32,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84
aten::as_strided,"[[32,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84
aten::as_strided,"[[64,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84
aten::as_strided,"[[64,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84
aten::slice,"[[1],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",84
aten::view,"[[32,8192],[]]","[""c10::BFloat16"",""ScalarList""]",84
aten::view,"[[64,8192],[]]","[""c10::BFloat16"",""ScalarList""]",84
_moe_C::topk_softplus_sqrt,"[[32,6],[32,6],[32,6],[32,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",80
_moe_C::topk_softplus_sqrt,"[[64,6],[64,6],[64,6],[64,256],[],[],[256],[],[]]","[""float"",""int"",""int"",""float"",""Scalar"",""Scalar"",""float"","""",""""]",80
aten::as_strided,"[[32,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",80
aten::as_strided,"[[64,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",80
aten::as_strided,"[[8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",74
aten::slice,"[[8192],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",74
aten::_reshape_alias,"[[50335,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",64
aten::_reshape_alias,"[[64,64,584],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList""]",64
aten::as_strided,"[[50335,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",64
aten::as_strided,"[[64,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",64
aten::reshape,"[[50335,64,584],[]]","[""unsigned char"",""ScalarList""]",64
aten::reshape,"[[64,64,584],[]]","[""unsigned char"",""ScalarList""]",64
aten::unsqueeze,"[[50335,64,584],[]]","[""unsigned char"",""Scalar""]",64
aten::unsqueeze,"[[64,64,584],[]]","[""unsigned char"",""Scalar""]",64
aten::empty_like,"[[1,64,128],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",63
aten::empty_like,"[[1,64],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",63
aten::linear,"[[1,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",63
aten::mm,"[[1,4096],[4096,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",63
aten::mm,"[[1,4096],[4096,512],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",63
aten::split_with_sizes,"[[1,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",63
aten::split_with_sizes,"[[1,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",63
aten::to,"[[1,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",63
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",63
aten::view,"[[1,64],[]]","[""c10::BFloat16"",""ScalarList""]",63
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[8192,1024],[64,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",63
aten::mm,"[[1,4096],[4096,1024],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",60
aten::split_with_sizes,"[[1,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",60
aten::fill_,"[[0],[]]","[""long int"",""Scalar""]",55
aten::as_strided,"[[1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",54
aten::_local_scalar_dense,[[]],"[""int""]",52
aten::item,[[]],"[""int""]",52
aten::slice,"[[1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",52
aten::lift_fresh,[[]],"[""int""]",50
aten::as_strided,"[[8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",49
aten::slice,"[[8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",49
_C::fused_deepseek_v4_qnorm_rope_kv_rope_quant_insert,"[[1,8,512],[1,512],[50335,37376],[1],[1],[1048576,64],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""unsigned char"",""long int"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar""]",43
_C::fused_deepseek_v4_qnorm_rope_kv_rope_quant_insert,"[[1,8,512],[1,512],[64,37376],[1],[1],[1048576,64],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""unsigned char"",""long int"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar""]",43
_C::silu_and_mul_with_clamp,"[[12,256],[12,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43
_C::silu_and_mul_with_clamp,"[[24,256],[24,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43
_C::silu_and_mul_with_clamp,"[[48,256],[48,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43
_C::silu_and_mul_with_clamp,"[[96,256],[96,512],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",43
_moe_C::moe_align_block_size,"[[16,6],[],[],[768],[96],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",43
_moe_C::moe_align_block_size,"[[2,6],[],[],[96],[12],[1],[]]","[""int"",""Scalar"",""Scalar"",""int"",""int"",""int"",""""]",43
