operator,input_shapes,input_dtypes,call_count
aten::view,"[[8152,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8154,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8154,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8154,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8156,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8156,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8156,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8158,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8158,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8158,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8160,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8160,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8160,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8162,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8162,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8162,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8164,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8164,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8164,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8166,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8166,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8166,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8168,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8168,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8168,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8170,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8170,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8170,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8172,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8172,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8172,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8174,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8174,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8174,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8176,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8176,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8176,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8178,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8178,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8178,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8180,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8180,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8180,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8182,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8182,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8182,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8184,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8184,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8184,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8186,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8186,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8186,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8188,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8188,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8188,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8189,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8189,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8189,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8191,16,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::view,"[[8191,16],[]]","[""float"",""ScalarList""]",60
aten::view,"[[8191,8,128],[]]","[""c10::BFloat16"",""ScalarList""]",60
aten::as_strided,"[[10],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[12],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[14],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[18],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[20],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[22],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[24],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[26],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[28],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[30],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[34],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[36],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[38],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[40],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[42],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[44],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[46],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[48],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[50],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[52],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[54],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[56],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[58],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[60],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[62],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[6],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::as_strided,"[[9],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",58
aten::slice,"[[10],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[12],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[14],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[18],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[20],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[22],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[24],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[26],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[28],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[30],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[34],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[36],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[38],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[40],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[42],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[44],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[46],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[48],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[50],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[52],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[54],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[56],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[58],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[60],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[62],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::slice,"[[6],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",55
aten::as_strided,"[[15],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",52
aten::as_strided,"[[32,1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",50
aten::empty_like,"[[32],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",50
aten::_pin_memory,"[[128,2],[]]","[""int"",""""]",48
aten::_to_copy,"[[128,2],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",48
aten::_to_copy,"[[128,2],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",48
aten::_to_copy,"[[128],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",48
aten::as_strided,"[[128,2],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",48
aten::cat,"[[[128,1],[128,1]],[]]","[""TensorList"",""Scalar""]",48
aten::copy_,"[[128,2],[128,2],[]]","[""int"",""long int"",""Scalar""]",48
aten::copy_,"[[128],[128],[]]","[""long int"",""bool"",""Scalar""]",48
aten::cumsum,"[[128],[],[]]","[""bool"",""Scalar"",""""]",48
aten::eq,"[[128],[]]","[""long int"",""Scalar""]",48
aten::is_pinned,"[[128,2],[]]","[""int"",""""]",48
aten::narrow,"[[128,2],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar""]",48
aten::pin_memory,"[[128,2],[]]","[""int"",""""]",48
aten::select,"[[15],[],[]]","[""int"",""Scalar"",""Scalar""]",48
aten::slice,"[[128,2],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",48
aten::stack,"[[[128],[128]],[]]","[""TensorList"",""Scalar""]",48
aten::sub,"[[128],[],[]]","[""long int"",""long int"",""Scalar""]",48
aten::sub,"[[32],[32],[]]","[""int"",""int"",""Scalar""]",48
aten::to,"[[128,2],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",48
aten::to,"[[128,2],[],[],[],[],[]]","[""long int"","""",""Scalar"",""Scalar"",""Scalar"",""""]",48
aten::to,"[[128],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""""]",48
aten::as_strided,"[[13],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",46
aten::as_strided,"[[3],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",46
aten::_pin_memory,"[[129,2],[]]","[""int"",""""]",45
aten::_to_copy,"[[129,2],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",45
aten::_to_copy,"[[129,2],[],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar"",""""]",45
aten::_to_copy,"[[129],[],[],[],[],[],[]]","[""bool"",""Scalar"","""","""","""",""Scalar"",""""]",45
aten::as_strided,"[[129,2],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",45
aten::cat,"[[[129,1],[129,1]],[]]","[""TensorList"",""Scalar""]",45
aten::copy_,"[[129,2],[129,2],[]]","[""int"",""long int"",""Scalar""]",45
aten::copy_,"[[129],[129],[]]","[""long int"",""bool"",""Scalar""]",45
aten::cumsum,"[[129],[],[]]","[""bool"",""Scalar"",""""]",45
aten::eq,"[[129],[]]","[""long int"",""Scalar""]",45
aten::is_pinned,"[[129,2],[]]","[""int"",""""]",45
aten::narrow,"[[129,2],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar""]",45
aten::pin_memory,"[[129,2],[]]","[""int"",""""]",45
aten::slice,"[[129,2],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",45
aten::stack,"[[[129],[129]],[]]","[""TensorList"",""Scalar""]",45
aten::sub,"[[129],[],[]]","[""long int"",""long int"",""Scalar""]",45
aten::to,"[[129,2],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",45
aten::to,"[[129,2],[],[],[],[],[]]","[""long int"","""",""Scalar"",""Scalar"",""Scalar"",""""]",45
aten::to,"[[129],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""""]",45
aten::select,"[[13],[],[]]","[""int"",""Scalar"",""Scalar""]",42
aten::copy_,"[[10422272],[10422272],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",41
aten::copy_,"[[8388608],[8388608],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",41
symm_mem::two_shot_all_reduce_,"[[10422272],[],[]]","[""c10::BFloat16"","""",""""]",41
symm_mem::two_shot_all_reduce_,"[[8388608],[],[]]","[""c10::BFloat16"","""",""""]",41
vllm::all_reduce,"[[4096,2048],[]]","[""c10::BFloat16"",""""]",41
vllm::all_reduce,"[[5089,2048],[]]","[""c10::BFloat16"",""""]",41
aten::as_strided,"[[11],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::as_strided,"[[4096,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::as_strided,"[[4096,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::as_strided,"[[5089,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::as_strided,"[[5089,8],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",40
aten::empty_like,"[[4096,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",40
aten::empty_like,"[[5089,1],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""",""Scalar"",""""]",40
aten::linear,"[[4096,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[4096,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[4096,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[4096,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[5089,2048],[1,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[5089,2048],[256,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[5089,2048],[512,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::linear,"[[5089,256],[2048,256],[]]","[""c10::BFloat16"",""c10::BFloat16"",""""]",40
aten::mm,"[[4096,2048],[2048,2048],[4096,2048]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",40
aten::mm,"[[5089,2048],[2048,2048],[5089,2048]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16""]",40
aten::mul,"[[4096,1],[4096,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",40
aten::mul,"[[5089,1],[5089,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",40
aten::result_type,"[[4096,1],[4096,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",40
aten::result_type,"[[5089,1],[5089,2048]]","[""c10::BFloat16"",""c10::BFloat16""]",40
aten::sigmoid,"[[4096,1]]","[""c10::BFloat16""]",40
aten::sigmoid,"[[5089,1]]","[""c10::BFloat16""]",40
aten::slice,"[[17],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
aten::slice,"[[4096,8],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
aten::slice,"[[4096,8],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
aten::slice,"[[5089,8],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
aten::slice,"[[5089,8],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",40
aten::view,"[[20844544],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::view,"[[32768,256],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::view,"[[40712,256],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::view,"[[4096,1],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::view,"[[4096,512],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::view,"[[5089,1],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::view,"[[5089,512],[]]","[""c10::BFloat16"",""ScalarList""]",40
aten::zero_,"[[4096,1,2048]]","[""c10::BFloat16""]",40
aten::zero_,"[[5089,1,2048]]","[""c10::BFloat16""]",40
triton_poi_fused_mul_silu_slice_0,"[[4096,512],[4096,256],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",40
triton_poi_fused_mul_silu_slice_0,"[[5089,512],[5089,256],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar""]",40
vllm::flashinfer_trtllm_fused_allreduce_norm,"[[4096,2048],[4096,2048],[2048],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""","""","""","""",""Scalar""]",40
vllm::flashinfer_trtllm_fused_allreduce_norm,"[[5089,2048],[5089,2048],[2048],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"","""","""","""","""",""Scalar""]",40
vllm::moe_forward_shared,"[[4096,2048],[4096,2048],[4096,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",40
vllm::moe_forward_shared,"[[5089,2048],[5089,2048],[5089,2048],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"","""","""",""Scalar""]",40
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",37
aten::copy_,"[[3,4096],[3,4096],[]]","[""long int"",""long int"",""Scalar""]",37
aten::select,"[[11],[],[]]","[""int"",""Scalar"",""Scalar""]",36
aten::select,"[[9],[],[]]","[""int"",""Scalar"",""Scalar""]",36
aten::as_strided,"[[5],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",34
aten::slice,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",34
aten::alias,"[[3,4096]]","[""long int""]",33
aten::as_strided,"[[32],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",32
aten::slice,"[[32],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",32
aten::view,"[[1,2048],[]]","[""c10::BFloat16"",""ScalarList""]",32
aten::_to_copy,"[[8192],[],[],[],[],[],[]]","[""int"",""Scalar"","""","""","""",""Scalar"",""""]",31
aten::add,"[[8192],[8192],[]]","[""long int"",""long int"",""Scalar""]",31
aten::as_strided,"[[3,8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",31
aten::as_strided,"[[8192,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",31
aten::as_strided,"[[8192,2048],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",31
aten::clone,"[[3,8192],[]]","[""long int"",""Scalar""]",31
aten::contiguous,"[[3,8192],[]]","[""long int"",""Scalar""]",31
aten::copy_,"[[10,2048],[10,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[12,2048],[12,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[14,2048],[14,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[16,2048],[16,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[18,2048],[18,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[20,2048],[20,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[22,2048],[22,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[24,2048],[24,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[26,2048],[26,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[28,2048],[28,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[30,2048],[30,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[32,2048],[32,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[34,2048],[34,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[36,2048],[36,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[38,2048],[38,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[4,2048],[4,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[40,2048],[40,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[42,2048],[42,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[44,2048],[44,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[46,2048],[46,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[48,2048],[48,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[50,2048],[50,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[52,2048],[52,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[54,2048],[54,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[56,2048],[56,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[58,2048],[58,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[6,2048],[6,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[60,2048],[60,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[62,2048],[62,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[8,2048],[8,2048],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",31
aten::copy_,"[[8192],[8192],[]]","[""int"",""int"",""Scalar""]",31
aten::copy_,"[[8192],[8192],[]]","[""long int"",""int"",""Scalar""]",31
aten::embedding,"[[124160,2048],[8192],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",31
aten::empty_like,"[[3,8192],[],[],[],[],[]]","[""long int"",""Scalar"","""","""","""",""Scalar""]",31
aten::empty_like,"[[3,8192],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar""]",31
aten::empty_like,"[[8192],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",31
aten::expand,"[[3,8192],[],[]]","[""long int"",""ScalarList"",""Scalar""]",31
aten::expand,"[[8192,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",31
aten::expand_as,"[[3,8192],[3,8192]]","[""long int"",""long int""]",31
aten::index,"[[8192,2048],[]]","[""c10::BFloat16"",""""]",31
aten::index_select,"[[2097152],[],[8192],[8192]]","[""int"",""Scalar"",""long int"",""int""]",31
aten::lift_fresh,[[8192]],"[""long int""]",31
aten::masked_fill_,"[[8192,2048],[8192,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",31
aten::reshape,"[[1],[]]","[""bool"",""ScalarList""]",31
aten::reshape,"[[8192],[]]","[""bool"",""ScalarList""]",31
aten::reshape,"[[8192],[]]","[""long int"",""ScalarList""]",31
aten::slice,"[[3],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",31
aten::to,"[[8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""""]",31
aten::to,"[[8192],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",31
aten::unsqueeze,"[[1],[]]","[""bool"",""Scalar""]",31
aten::unsqueeze,"[[8192],[]]","[""bool"",""Scalar""]",31
aten::view,"[[10,2048],[]]","[""c10::BFloat16"",""ScalarList""]",31
aten::view,"[[12,2048],[]]","[""c10::BFloat16"",""ScalarList""]",31
aten::view,"[[14,2048],[]]","[""c10::BFloat16"",""ScalarList""]",31
aten::view,"[[16,2048],[]]","[""c10::BFloat16"",""ScalarList""]",31
