operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
aten::as_strided,"[[1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",54,24,"actual_capture,runtime"
aten::as_strided,"[[1,129280],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",258,0,actual_capture
aten::as_strided,"[[1,16,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,16,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",3,0,actual_capture
aten::as_strided,"[[1,1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",42,3,"actual_capture,runtime"
aten::as_strided,"[[1,1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[1,2,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,2,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",126,0,actual_capture
aten::as_strided,"[[1,32,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[1,32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258,0,actual_capture
aten::as_strided,"[[1,32,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[1,32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214,0,actual_capture
aten::as_strided,"[[1,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",3,0,actual_capture
aten::as_strided,"[[1,4,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,4,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",3,4,"actual_capture,runtime"
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",0,4,runtime
aten::as_strided,"[[1,4096],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",8,16,"actual_capture,runtime"
aten::as_strided,"[[1,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",126,0,actual_capture
aten::as_strided,"[[1,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",16,32,"actual_capture,runtime"
aten::as_strided,"[[1,64,128],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[1,64,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[1,64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",258,0,actual_capture
aten::as_strided,"[[1,64,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[1,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",301,0,actual_capture
aten::as_strided,"[[1,64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214,0,actual_capture
aten::as_strided,"[[1,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[1,8,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,8,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[1,8192],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[1,8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",8,16,"actual_capture,runtime"
aten::as_strided,"[[1024,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",220,0,actual_capture
aten::as_strided,"[[1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[128],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",215,0,actual_capture
aten::as_strided,"[[1572864],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430,0,actual_capture
aten::as_strided,"[[16,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[16,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[16,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[16,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[16,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[16,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[16,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[16,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[16,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[16,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[16,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::as_strided,"[[16],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",5,0,actual_capture
aten::as_strided,"[[196608],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215,0,actual_capture
aten::as_strided,"[[1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",84,12,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",0,6,runtime
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""""]",10,24,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",12,64,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""""]",10,20,"actual_capture,runtime"
aten::as_strided,"[[1],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",27,44,"actual_capture,runtime"
aten::as_strided,"[[2,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[2,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[2,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[2,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[2,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[2,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[2,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[2,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[2,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[2,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[2,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[2,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::as_strided,"[[2,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[2048,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",231,0,actual_capture
aten::as_strided,"[[2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[24576],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",645,0,actual_capture
aten::as_strided,"[[256,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",473,0,actual_capture
aten::as_strided,"[[256],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[2],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",38,88,"actual_capture,runtime"
aten::as_strided,"[[2],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",5,0,actual_capture
aten::as_strided,"[[32,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[32,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[32,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[32,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[32,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172,0,actual_capture
aten::as_strided,"[[32,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[32,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84,0,actual_capture
aten::as_strided,"[[32,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172,0,actual_capture
aten::as_strided,"[[32,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",172,0,actual_capture
aten::as_strided,"[[32,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[32,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[32,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84,0,actual_capture
aten::as_strided,"[[32,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[32,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",172,0,actual_capture
aten::as_strided,"[[32,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",214,0,actual_capture
aten::as_strided,"[[32],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",10,0,actual_capture
aten::as_strided,"[[33554432],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",1044,0,actual_capture
aten::as_strided,"[[393216],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215,0,actual_capture
aten::as_strided,"[[4,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[4,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[4,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[4,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[4,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[4,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[4,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[4,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[4,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[4,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[4,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::as_strided,"[[49152],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215,0,actual_capture
aten::as_strided,"[[4],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",5,0,actual_capture
aten::as_strided,"[[50587,2,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::as_strided,"[[50587,64,132],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::as_strided,"[[50587,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",64,0,actual_capture
aten::as_strided,"[[512,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",231,0,actual_capture
aten::as_strided,"[[512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[64,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[64,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[64,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",86,0,actual_capture
aten::as_strided,"[[64,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::as_strided,"[[64,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",172,0,actual_capture
aten::as_strided,"[[64,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[64,2,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",20,0,actual_capture
aten::as_strided,"[[64,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84,0,actual_capture
aten::as_strided,"[[64,2],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[64,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",172,0,actual_capture
aten::as_strided,"[[64,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[64,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",2,0,actual_capture
aten::as_strided,"[[64,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",84,0,actual_capture
aten::as_strided,"[[64,64,132],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",21,0,actual_capture
aten::as_strided,"[[64,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[64,64,584],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",64,0,actual_capture
aten::as_strided,"[[64,8],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",214,0,actual_capture
aten::as_strided,"[[64],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",10,0,actual_capture
aten::as_strided,"[[786432],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",430,0,actual_capture
aten::as_strided,"[[8,1,1024],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[8,1,16160],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",0,4,runtime
aten::as_strided,"[[8,1,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[8,1,4096],[],[],[]]","[""c10::Float8_e4m3fn"",""ScalarList"",""ScalarList"",""""]",43,0,actual_capture
aten::as_strided,"[[8,1024],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",40,0,actual_capture
aten::as_strided,"[[8,1536],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",86,0,actual_capture
aten::as_strided,"[[8,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[8,2048],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[8,32],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214,0,actual_capture
aten::as_strided,"[[8,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[8,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",1,0,actual_capture
aten::as_strided,"[[8,512],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""Scalar""]",42,0,actual_capture
aten::as_strided,"[[8,64,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",43,0,actual_capture
aten::as_strided,"[[8,64],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",214,0,actual_capture
aten::as_strided,"[[805306368],[],[],[]]","[""unsigned char"",""ScalarList"",""ScalarList"",""Scalar""]",1942,0,actual_capture
aten::as_strided,"[[8192,1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",4,8,"actual_capture,runtime"
aten::as_strided,"[[8192,16384],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",11,0,actual_capture
aten::as_strided,"[[8192,256],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",4,8,"actual_capture,runtime"
aten::as_strided,"[[8192,512],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",126,0,actual_capture
aten::as_strided,"[[8192],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",4,8,"actual_capture,runtime"
aten::as_strided,"[[8192],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",49,89,"actual_capture,runtime"
aten::as_strided,"[[8192],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",74,72,"actual_capture,runtime"
aten::as_strided,"[[8],[],[],[]]","[""long int"",""ScalarList"",""ScalarList"",""Scalar""]",5,0,actual_capture
aten::as_strided,"[[98304],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",215,0,actual_capture
aten::clamp,"[[1,128],[],[]]","[""int"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::clamp_,"[[1,4096],[],[]]","[""int"",""Scalar"",""""]",2,4,"actual_capture,runtime"
aten::clamp_,"[[1,8192],[],[]]","[""int"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::copy_,"[[0],[],[]]","[""bool"",""bool"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,128],[1,128],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,129280],[1,129280],[]]","[""float"",""c10::BFloat16"",""Scalar""]",0,4,runtime
aten::copy_,"[[1,16384],[1,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",3,0,actual_capture
aten::copy_,"[[1,1],[1,1],[]]","[""int"",""int"",""Scalar""]",0,4,runtime
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",129,0,actual_capture
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",3,0,actual_capture
aten::copy_,"[[1,4096],[1,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",3,0,actual_capture
aten::copy_,"[[1,4096],[1,4096],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[1,512],[1,512],[]]","[""int"",""int"",""Scalar""]",4,8,"actual_capture,runtime"
aten::copy_,"[[1,8192],[1,8192],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[131072],[131072],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",174,0,actual_capture
aten::copy_,"[[133,2],[133,2],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[16,16384],[16,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[16,4096],[16,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::copy_,"[[16,4096],[16,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[16,4096],[16,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[1],[1],[]]","[""bool"",""bool"",""Scalar""]",4,12,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",12,36,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""int"",""long int"",""Scalar""]",20,44,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""long int"",""int"",""Scalar""]",10,28,"actual_capture,runtime"
aten::copy_,"[[1],[1],[]]","[""long int"",""long int"",""Scalar""]",31,52,"actual_capture,runtime"
aten::copy_,"[[1],[],[]]","[""int"",""int"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[2,16384],[2,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[2,4096],[2,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::copy_,"[[2,4096],[2,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[2,4096],[2,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[262144],[262144],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",174,0,actual_capture
aten::copy_,"[[2],[2],[]]","[""int"",""int"",""Scalar""]",2,4,"actual_capture,runtime"
aten::copy_,"[[32,16384],[32,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",260,0,actual_capture
aten::copy_,"[[32,4096],[32,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[32,4096],[32,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[4,16384],[4,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[4,4096],[4,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::copy_,"[[4,4096],[4,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[4,4096],[4,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[64,16384],[64,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",260,0,actual_capture
aten::copy_,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[64,4096],[64,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",2,0,actual_capture
aten::copy_,"[[8,16384],[8,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[8,4096],[8,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",43,0,actual_capture
aten::copy_,"[[8,4096],[8,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[8,4096],[8,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",1,0,actual_capture
aten::copy_,"[[],[],[]]","[""bool"",""bool"",""Scalar""]",10,20,"actual_capture,runtime"
aten::copy_,"[[],[],[]]","[""int"",""long int"",""Scalar""]",10,20,"actual_capture,runtime"
aten::cumsum,"[[1],[],[]]","[""int"",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::detach,[[1]],"[""int""]",0,8,runtime
aten::detach,[[2]],"[""int""]",4,8,"actual_capture,runtime"
aten::diff,"[[2],[],[],[],[],[1]]","[""int"",""Scalar"",""Scalar"","""","""",""int""]",2,4,"actual_capture,runtime"
aten::diff,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""""]",2,4,"actual_capture,runtime"
aten::embedding,"[[16160,4096],[16],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::embedding,"[[16160,4096],[1],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",3,0,actual_capture
aten::embedding,"[[16160,4096],[2],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::embedding,"[[16160,4096],[32],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",2,0,actual_capture
aten::embedding,"[[16160,4096],[4],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::embedding,"[[16160,4096],[64],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",2,0,actual_capture
aten::embedding,"[[16160,4096],[8],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",1,0,actual_capture
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""","""",""""]",4,0,actual_capture
