operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,runtime_cpu_duration_total_us,runtime_kernel_event_count,runtime_kernel_time_total_us,runtime_kernel_time_avg_per_call_us,runtime_kernel_time_pct_of_all_runtime_kernels,observed_in
aten::add,"[[58],[58],[],[58]]","[""int"",""int"",""Scalar"",""int""]",0,1,4.910,0,0.000,0.000,0.000000,runtime
aten::add,"[[58],[58],[]]","[""int"",""int"",""Scalar""]",0,1,131.465,1,1.376,1.376,0.000006,runtime
aten::add,"[[58],[58],[]]","[""long int"",""long int"",""Scalar""]",0,1,192.397,1,1.248,1.248,0.000005,runtime
aten::add,"[[59],[59],[],[59]]","[""int"",""int"",""Scalar"",""int""]",0,1,6.115,0,0.000,0.000,0.000000,runtime
aten::add,"[[59],[59],[]]","[""int"",""int"",""Scalar""]",0,1,138.741,1,1.184,1.184,0.000005,runtime
aten::add,"[[5],[5],[],[5]]","[""int"",""int"",""Scalar"",""int""]",0,1,5.652,0,0.000,0.000,0.000000,runtime
aten::add,"[[5],[5],[]]","[""int"",""int"",""Scalar""]",0,1,146.450,1,1.152,1.152,0.000005,runtime
aten::add,"[[60],[60],[],[60]]","[""int"",""int"",""Scalar"",""int""]",0,1,4.993,0,0.000,0.000,0.000000,runtime
aten::add,"[[60],[60],[]]","[""int"",""int"",""Scalar""]",0,1,136.332,1,1.184,1.184,0.000005,runtime
aten::add,"[[60],[60],[]]","[""long int"",""long int"",""Scalar""]",0,1,200.992,1,1.248,1.248,0.000005,runtime
aten::add,"[[61],[61],[],[61]]","[""int"",""int"",""Scalar"",""int""]",0,1,6.174,0,0.000,0.000,0.000000,runtime
aten::add,"[[61],[61],[]]","[""int"",""int"",""Scalar""]",0,1,139.191,1,1.184,1.184,0.000005,runtime
aten::add,"[[62],[62],[],[62]]","[""int"",""int"",""Scalar"",""int""]",0,1,5.240,0,0.000,0.000,0.000000,runtime
aten::add,"[[62],[62],[]]","[""int"",""int"",""Scalar""]",0,1,136.816,1,1.152,1.152,0.000005,runtime
aten::add,"[[62],[62],[]]","[""long int"",""long int"",""Scalar""]",0,1,190.965,1,1.280,1.280,0.000005,runtime
aten::add,"[[63],[63],[],[63]]","[""int"",""int"",""Scalar"",""int""]",0,3,15.603,0,0.000,0.000,0.000000,runtime
aten::add,"[[63],[63],[]]","[""int"",""int"",""Scalar""]",0,3,425.103,3,3.520,1.173,0.000014,runtime
aten::add,"[[63],[63],[]]","[""long int"",""long int"",""Scalar""]",0,2,389.182,2,2.592,1.296,0.000011,runtime
aten::add,"[[64,1],[],[]]","[""float"",""double"",""Scalar""]",4,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::add,"[[64,4096],[64,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",172,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::add,"[[64],[64],[],[64]]","[""int"",""int"",""Scalar"",""int""]",0,991,5004.934,0,0.000,0.000,0.000000,runtime
aten::add,"[[64],[64],[]]","[""int"",""int"",""Scalar""]",0,991,130438.237,991,1033.660,1.043,0.004222,runtime
aten::add,"[[64],[64],[]]","[""long int"",""long int"",""Scalar""]",0,990,191054.111,990,1119.124,1.130,0.004571,runtime
aten::add,"[[6],[6],[],[6]]","[""int"",""int"",""Scalar"",""int""]",0,1,4.855,0,0.000,0.000,0.000000,runtime
aten::add,"[[6],[6],[]]","[""int"",""int"",""Scalar""]",0,1,128.038,1,1.280,1.280,0.000005,runtime
aten::add,"[[6],[6],[]]","[""long int"",""long int"",""Scalar""]",0,1,188.600,1,1.280,1.280,0.000005,runtime
aten::add,"[[7],[7],[],[7]]","[""int"",""int"",""Scalar"",""int""]",0,1,5.916,0,0.000,0.000,0.000000,runtime
aten::add,"[[7],[7],[]]","[""int"",""int"",""Scalar""]",0,1,146.890,1,1.183,1.183,0.000005,runtime
aten::add,"[[8,1],[],[]]","[""float"",""double"",""Scalar""]",2,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::add,"[[8,4096],[8,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",86,0,0.000,0,0.000,0.000,0.000000,actual_capture
aten::add,"[[8192,1],[],[]]","[""float"",""double"",""Scalar""]",0,31,4326.133,31,47.190,1.522,0.000193,runtime
aten::add,"[[8192,4096],[8192,4096],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",0,1333,223780.392,1333,90441.988,67.848,0.369427,runtime
aten::add,"[[8192],[8192],[]]","[""long int"",""long int"",""Scalar""]",0,31,6309.778,31,46.108,1.487,0.000188,runtime
aten::add,"[[8],[8],[],[8]]","[""int"",""int"",""Scalar"",""int""]",0,1,5.148,0,0.000,0.000,0.000000,runtime
aten::add,"[[8],[8],[]]","[""int"",""int"",""Scalar""]",0,1,144.649,1,1.024,1.024,0.000004,runtime
aten::add,"[[8],[8],[]]","[""long int"",""long int"",""Scalar""]",0,1,203.777,1,1.280,1.280,0.000005,runtime
aten::add,"[[9],[9],[],[9]]","[""int"",""int"",""Scalar"",""int""]",0,1,6.003,0,0.000,0.000,0.000000,runtime
aten::add,"[[9],[9],[]]","[""int"",""int"",""Scalar""]",0,1,149.827,1,1.184,1.184,0.000005,runtime
aten::alias,"[[1,128]]","[""int""]",1,1,19.710,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[1,129280]]","[""c10::BFloat16""]",0,2,64.075,0,0.000,0.000,0.000000,runtime
aten::alias,"[[10,129280]]","[""c10::BFloat16""]",0,1,21.694,0,0.000,0.000,0.000000,runtime
aten::alias,"[[11,129280]]","[""c10::BFloat16""]",0,1,21.990,0,0.000,0.000,0.000000,runtime
aten::alias,"[[12,129280]]","[""c10::BFloat16""]",0,1,20.731,0,0.000,0.000,0.000000,runtime
aten::alias,"[[13,129280]]","[""c10::BFloat16""]",0,1,23.069,0,0.000,0.000,0.000000,runtime
aten::alias,"[[14,129280]]","[""c10::BFloat16""]",0,1,20.802,0,0.000,0.000,0.000000,runtime
aten::alias,"[[15,129280]]","[""c10::BFloat16""]",0,1,21.682,0,0.000,0.000,0.000000,runtime
aten::alias,"[[16,128]]","[""int""]",1,4,78.982,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[16,129280]]","[""c10::BFloat16""]",0,1,20.802,0,0.000,0.000,0.000000,runtime
aten::alias,"[[17,129280]]","[""c10::BFloat16""]",0,1,21.880,0,0.000,0.000,0.000000,runtime
aten::alias,"[[18,129280]]","[""c10::BFloat16""]",0,1,20.688,0,0.000,0.000,0.000000,runtime
aten::alias,"[[19,129280]]","[""c10::BFloat16""]",0,1,22.885,0,0.000,0.000,0.000000,runtime
aten::alias,"[[2,128]]","[""int""]",1,1,19.357,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[2,129280]]","[""c10::BFloat16""]",0,1,19.954,0,0.000,0.000,0.000000,runtime
aten::alias,"[[20,129280]]","[""c10::BFloat16""]",0,1,20.950,0,0.000,0.000,0.000000,runtime
aten::alias,"[[21,129280]]","[""c10::BFloat16""]",0,1,23.420,0,0.000,0.000,0.000000,runtime
aten::alias,"[[22,129280]]","[""c10::BFloat16""]",0,1,18.931,0,0.000,0.000,0.000000,runtime
aten::alias,"[[23,129280]]","[""c10::BFloat16""]",0,1,21.730,0,0.000,0.000,0.000000,runtime
aten::alias,"[[24,129280]]","[""c10::BFloat16""]",0,1,20.414,0,0.000,0.000,0.000000,runtime
aten::alias,"[[25,129280]]","[""c10::BFloat16""]",0,1,21.802,0,0.000,0.000,0.000000,runtime
aten::alias,"[[26,129280]]","[""c10::BFloat16""]",0,1,20.286,0,0.000,0.000,0.000000,runtime
aten::alias,"[[27,129280]]","[""c10::BFloat16""]",0,1,21.835,0,0.000,0.000,0.000000,runtime
aten::alias,"[[28,129280]]","[""c10::BFloat16""]",0,1,21.954,0,0.000,0.000,0.000000,runtime
aten::alias,"[[29,129280]]","[""c10::BFloat16""]",0,1,22.157,0,0.000,0.000,0.000000,runtime
aten::alias,"[[3,129280]]","[""c10::BFloat16""]",0,1,21.388,0,0.000,0.000,0.000000,runtime
aten::alias,"[[30,129280]]","[""c10::BFloat16""]",0,1,20.061,0,0.000,0.000,0.000000,runtime
aten::alias,"[[31,129280]]","[""c10::BFloat16""]",0,1,22.247,0,0.000,0.000,0.000000,runtime
aten::alias,"[[32,128]]","[""int""]",2,8,151.966,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[32,129280]]","[""c10::BFloat16""]",0,1,20.942,0,0.000,0.000,0.000000,runtime
aten::alias,"[[33,129280]]","[""c10::BFloat16""]",0,1,22.826,0,0.000,0.000,0.000000,runtime
aten::alias,"[[34,129280]]","[""c10::BFloat16""]",0,1,20.188,0,0.000,0.000,0.000000,runtime
aten::alias,"[[35,129280]]","[""c10::BFloat16""]",0,1,21.990,0,0.000,0.000,0.000000,runtime
aten::alias,"[[36,129280]]","[""c10::BFloat16""]",0,1,19.548,0,0.000,0.000,0.000000,runtime
aten::alias,"[[37,129280]]","[""c10::BFloat16""]",0,1,21.764,0,0.000,0.000,0.000000,runtime
aten::alias,"[[38,129280]]","[""c10::BFloat16""]",0,1,19.328,0,0.000,0.000,0.000000,runtime
aten::alias,"[[39,129280]]","[""c10::BFloat16""]",0,1,22.044,0,0.000,0.000,0.000000,runtime
aten::alias,"[[4,128]]","[""int""]",1,1,18.642,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[4,129280]]","[""c10::BFloat16""]",0,1,20.225,0,0.000,0.000,0.000000,runtime
aten::alias,"[[40,129280]]","[""c10::BFloat16""]",0,1,20.062,0,0.000,0.000,0.000000,runtime
aten::alias,"[[41,129280]]","[""c10::BFloat16""]",0,1,30.504,0,0.000,0.000,0.000000,runtime
aten::alias,"[[42,129280]]","[""c10::BFloat16""]",0,1,20.193,0,0.000,0.000,0.000000,runtime
aten::alias,"[[43,129280]]","[""c10::BFloat16""]",0,1,23.893,0,0.000,0.000,0.000000,runtime
aten::alias,"[[44,129280]]","[""c10::BFloat16""]",0,1,20.541,0,0.000,0.000,0.000000,runtime
aten::alias,"[[45,129280]]","[""c10::BFloat16""]",0,1,23.416,0,0.000,0.000,0.000000,runtime
aten::alias,"[[46,129280]]","[""c10::BFloat16""]",0,1,19.414,0,0.000,0.000,0.000000,runtime
aten::alias,"[[47,129280]]","[""c10::BFloat16""]",0,1,21.967,0,0.000,0.000,0.000000,runtime
aten::alias,"[[48,129280]]","[""c10::BFloat16""]",0,1,28.744,0,0.000,0.000,0.000000,runtime
aten::alias,"[[49,129280]]","[""c10::BFloat16""]",0,1,21.898,0,0.000,0.000,0.000000,runtime
aten::alias,"[[5,129280]]","[""c10::BFloat16""]",0,1,23.000,0,0.000,0.000,0.000000,runtime
aten::alias,"[[50,129280]]","[""c10::BFloat16""]",0,1,25.651,0,0.000,0.000,0.000000,runtime
aten::alias,"[[51,129280]]","[""c10::BFloat16""]",0,1,28.761,0,0.000,0.000,0.000000,runtime
aten::alias,"[[52,129280]]","[""c10::BFloat16""]",0,1,22.082,0,0.000,0.000,0.000000,runtime
aten::alias,"[[53,129280]]","[""c10::BFloat16""]",0,1,22.432,0,0.000,0.000,0.000000,runtime
aten::alias,"[[54,129280]]","[""c10::BFloat16""]",0,1,23.775,0,0.000,0.000,0.000000,runtime
aten::alias,"[[55,129280]]","[""c10::BFloat16""]",0,1,21.832,0,0.000,0.000,0.000000,runtime
aten::alias,"[[56,129280]]","[""c10::BFloat16""]",0,1,18.644,0,0.000,0.000,0.000000,runtime
aten::alias,"[[57,129280]]","[""c10::BFloat16""]",0,1,22.105,0,0.000,0.000,0.000000,runtime
aten::alias,"[[58,129280]]","[""c10::BFloat16""]",0,1,20.083,0,0.000,0.000,0.000000,runtime
aten::alias,"[[59,129280]]","[""c10::BFloat16""]",0,1,23.558,0,0.000,0.000,0.000000,runtime
aten::alias,"[[6,129280]]","[""c10::BFloat16""]",0,1,20.361,0,0.000,0.000,0.000000,runtime
aten::alias,"[[60,129280]]","[""c10::BFloat16""]",0,1,19.833,0,0.000,0.000,0.000000,runtime
aten::alias,"[[61,129280]]","[""c10::BFloat16""]",0,1,22.751,0,0.000,0.000,0.000000,runtime
aten::alias,"[[62,129280]]","[""c10::BFloat16""]",0,1,21.755,0,0.000,0.000,0.000000,runtime
aten::alias,"[[63,129280]]","[""c10::BFloat16""]",0,3,60.961,0,0.000,0.000,0.000000,runtime
aten::alias,"[[64,128]]","[""int""]",2,1007,19891.211,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[64,129280]]","[""c10::BFloat16""]",0,991,20946.525,0,0.000,0.000,0.000000,runtime
aten::alias,"[[7,129280]]","[""c10::BFloat16""]",0,1,21.212,0,0.000,0.000,0.000000,runtime
aten::alias,"[[8,128]]","[""int""]",1,2,40.031,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::alias,"[[8,129280]]","[""c10::BFloat16""]",0,1,21.329,0,0.000,0.000,0.000000,runtime
aten::alias,"[[9,129280]]","[""c10::BFloat16""]",0,1,21.734,0,0.000,0.000,0.000000,runtime
aten::all,[[11]],"[""bool""]",0,6,27.077,0,0.000,0.000,0.000000,runtime
aten::all,[[13]],"[""bool""]",0,6,27.769,0,0.000,0.000,0.000000,runtime
aten::all,[[15]],"[""bool""]",0,6,26.765,0,0.000,0.000,0.000000,runtime
aten::all,[[16]],"[""bool""]",5,20,108.758,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[17]],"[""bool""]",0,6,28.645,0,0.000,0.000,0.000000,runtime
aten::all,[[19]],"[""bool""]",0,6,27.663,0,0.000,0.000,0.000000,runtime
aten::all,[[1]],"[""bool""]",5,10,76.580,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[21]],"[""bool""]",0,6,28.183,0,0.000,0.000,0.000000,runtime
aten::all,[[23]],"[""bool""]",0,6,26.693,0,0.000,0.000,0.000000,runtime
aten::all,[[25]],"[""bool""]",0,6,28.791,0,0.000,0.000,0.000000,runtime
aten::all,[[27]],"[""bool""]",0,6,31.051,0,0.000,0.000,0.000000,runtime
aten::all,[[29]],"[""bool""]",0,6,27.843,0,0.000,0.000,0.000000,runtime
aten::all,[[2]],"[""bool""]",5,5,27.065,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[31]],"[""bool""]",0,6,27.293,0,0.000,0.000,0.000000,runtime
aten::all,[[32]],"[""bool""]",10,40,223.440,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[33]],"[""bool""]",0,6,28.562,0,0.000,0.000,0.000000,runtime
aten::all,[[35]],"[""bool""]",0,6,28.278,0,0.000,0.000,0.000000,runtime
aten::all,[[37]],"[""bool""]",0,6,27.493,0,0.000,0.000,0.000000,runtime
aten::all,[[39]],"[""bool""]",0,6,27.068,0,0.000,0.000,0.000000,runtime
aten::all,[[3]],"[""bool""]",0,6,30.532,0,0.000,0.000,0.000000,runtime
aten::all,[[41]],"[""bool""]",0,6,29.084,0,0.000,0.000,0.000000,runtime
aten::all,[[43]],"[""bool""]",0,6,29.136,0,0.000,0.000,0.000000,runtime
aten::all,[[45]],"[""bool""]",0,6,27.652,0,0.000,0.000,0.000000,runtime
aten::all,[[47]],"[""bool""]",0,6,26.832,0,0.000,0.000,0.000000,runtime
aten::all,[[49]],"[""bool""]",0,6,28.718,0,0.000,0.000,0.000000,runtime
aten::all,[[4]],"[""bool""]",5,5,26.627,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[51]],"[""bool""]",0,6,28.781,0,0.000,0.000,0.000000,runtime
aten::all,[[53]],"[""bool""]",0,6,29.664,0,0.000,0.000,0.000000,runtime
aten::all,[[55]],"[""bool""]",0,6,30.404,0,0.000,0.000,0.000000,runtime
aten::all,[[57]],"[""bool""]",0,6,30.889,0,0.000,0.000,0.000000,runtime
aten::all,[[59]],"[""bool""]",0,6,29.769,0,0.000,0.000,0.000000,runtime
aten::all,[[5]],"[""bool""]",0,6,29.597,0,0.000,0.000,0.000000,runtime
aten::all,[[61]],"[""bool""]",0,6,28.499,0,0.000,0.000,0.000000,runtime
aten::all,[[63]],"[""bool""]",0,6,27.469,0,0.000,0.000,0.000000,runtime
aten::all,[[64]],"[""bool""]",10,5041,29747.949,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[7]],"[""bool""]",0,6,30.955,0,0.000,0.000,0.000000,runtime
aten::all,[[8]],"[""bool""]",5,10,54.508,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::all,[[9]],"[""bool""]",0,6,32.168,0,0.000,0.000,0.000000,runtime
aten::any,[[11]],"[""bool""]",0,4,20.987,0,0.000,0.000,0.000000,runtime
aten::any,[[13]],"[""bool""]",0,4,29.186,0,0.000,0.000,0.000000,runtime
aten::any,[[15]],"[""bool""]",0,4,20.846,0,0.000,0.000,0.000000,runtime
aten::any,[[17]],"[""bool""]",0,4,20.190,0,0.000,0.000,0.000000,runtime
aten::any,[[19]],"[""bool""]",0,4,20.682,0,0.000,0.000,0.000000,runtime
aten::any,[[21]],"[""bool""]",0,4,21.882,0,0.000,0.000,0.000000,runtime
aten::any,[[23]],"[""bool""]",0,4,21.148,0,0.000,0.000,0.000000,runtime
aten::any,[[25]],"[""bool""]",0,4,21.635,0,0.000,0.000,0.000000,runtime
aten::any,[[27]],"[""bool""]",0,4,22.061,0,0.000,0.000,0.000000,runtime
aten::any,[[29]],"[""bool""]",0,4,20.342,0,0.000,0.000,0.000000,runtime
aten::any,[[31]],"[""bool""]",0,4,19.729,0,0.000,0.000,0.000000,runtime
aten::any,[[33]],"[""bool""]",0,4,21.602,0,0.000,0.000,0.000000,runtime
aten::any,[[35]],"[""bool""]",0,4,20.578,0,0.000,0.000,0.000000,runtime
aten::any,[[37]],"[""bool""]",0,4,20.570,0,0.000,0.000,0.000000,runtime
aten::any,[[39]],"[""bool""]",0,4,20.550,0,0.000,0.000,0.000000,runtime
aten::any,[[3]],"[""bool""]",0,4,21.438,0,0.000,0.000,0.000000,runtime
aten::any,[[41]],"[""bool""]",0,4,20.424,0,0.000,0.000,0.000000,runtime
aten::any,[[43]],"[""bool""]",0,4,20.021,0,0.000,0.000,0.000000,runtime
aten::any,[[45]],"[""bool""]",0,4,20.597,0,0.000,0.000,0.000000,runtime
aten::any,[[47]],"[""bool""]",0,4,22.655,0,0.000,0.000,0.000000,runtime
aten::any,[[49]],"[""bool""]",0,4,20.750,0,0.000,0.000,0.000000,runtime
aten::any,[[51]],"[""bool""]",0,4,20.269,0,0.000,0.000,0.000000,runtime
aten::any,[[53]],"[""bool""]",0,4,20.730,0,0.000,0.000,0.000000,runtime
aten::any,[[55]],"[""bool""]",0,4,21.411,0,0.000,0.000,0.000000,runtime
aten::any,[[57]],"[""bool""]",0,4,21.176,0,0.000,0.000,0.000000,runtime
aten::any,[[59]],"[""bool""]",0,4,21.011,0,0.000,0.000,0.000000,runtime
aten::any,[[5]],"[""bool""]",0,4,20.890,0,0.000,0.000,0.000000,runtime
aten::any,[[61]],"[""bool""]",0,4,21.654,0,0.000,0.000,0.000000,runtime
aten::any,[[63]],"[""bool""]",0,4,20.091,0,0.000,0.000,0.000000,runtime
aten::any,[[64]],"[""bool""]",0,4,21.988,0,0.000,0.000,0.000000,runtime
aten::any,[[7]],"[""bool""]",0,4,22.219,0,0.000,0.000,0.000000,runtime
aten::any,[[9]],"[""bool""]",0,4,20.779,0,0.000,0.000,0.000000,runtime
aten::arange,"[[],[],[],[0]]","[""Scalar"",""Scalar"",""Scalar"",""long int""]",45,5285,26956.266,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::arange,"[[],[],[],[],[]]","[""Scalar"","""","""","""",""Scalar""]",45,5285,47748.024,0,0.000,0.000,0.000000,"actual_capture,runtime"
aten::argmax,"[[1,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,2,292.818,2,44.258,22.129,0.000181,runtime
aten::argmax,"[[10,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,124.058,1,22.657,22.657,0.000093,runtime
aten::argmax,"[[11,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,137.262,1,22.715,22.715,0.000093,runtime
aten::argmax,"[[11],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.902,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[12,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,127.173,1,22.624,22.624,0.000092,runtime
aten::argmax,"[[13,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,128.344,1,22.684,22.684,0.000093,runtime
aten::argmax,"[[13],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.617,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[14,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,140.970,1,23.105,23.105,0.000094,runtime
aten::argmax,"[[15,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,123.586,1,22.716,22.716,0.000093,runtime
aten::argmax,"[[15],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.520,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[16,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,126.160,1,22.656,22.656,0.000093,runtime
aten::argmax,"[[17,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,153.504,1,22.747,22.747,0.000093,runtime
aten::argmax,"[[17],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.253,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[18,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,132.135,1,22.784,22.784,0.000093,runtime
aten::argmax,"[[19,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,141.584,1,22.747,22.747,0.000093,runtime
aten::argmax,"[[19],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.450,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[2,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,129.847,1,22.720,22.720,0.000093,runtime
aten::argmax,"[[20,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,119.728,1,22.785,22.785,0.000093,runtime
aten::argmax,"[[21,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,162.705,1,22.971,22.971,0.000094,runtime
aten::argmax,"[[21],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,19.072,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[22,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,127.163,1,22.977,22.977,0.000094,runtime
aten::argmax,"[[23,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,181.340,1,22.843,22.843,0.000093,runtime
aten::argmax,"[[23],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,20.873,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[24,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,148.454,1,22.880,22.880,0.000093,runtime
aten::argmax,"[[25,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,139.873,1,22.907,22.907,0.000094,runtime
aten::argmax,"[[25],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,21.127,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[26,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,122.485,1,23.265,23.265,0.000095,runtime
aten::argmax,"[[27,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,133.305,1,23.099,23.099,0.000094,runtime
aten::argmax,"[[27],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,21.875,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[28,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,129.562,1,23.072,23.072,0.000094,runtime
aten::argmax,"[[29,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,153.215,1,23.131,23.131,0.000094,runtime
aten::argmax,"[[29],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.448,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[3,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,131.013,1,22.528,22.528,0.000092,runtime
aten::argmax,"[[30,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,127.952,1,22.976,22.976,0.000094,runtime
aten::argmax,"[[31,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,134.534,1,23.424,23.424,0.000096,runtime
aten::argmax,"[[31],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.042,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[32,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,132.891,1,23.200,23.200,0.000095,runtime
aten::argmax,"[[33,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,132.665,1,23.041,23.041,0.000094,runtime
aten::argmax,"[[33],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,19.465,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[34,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,122.080,1,23.073,23.073,0.000094,runtime
aten::argmax,"[[35,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,138.383,1,24.001,24.001,0.000098,runtime
aten::argmax,"[[35],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.669,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[36,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,116.568,1,23.040,23.040,0.000094,runtime
aten::argmax,"[[37,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,148.110,1,23.521,23.521,0.000096,runtime
aten::argmax,"[[37],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,19.008,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[38,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,118.894,1,24.641,24.641,0.000101,runtime
aten::argmax,"[[39,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,137.075,1,26.785,26.785,0.000109,runtime
aten::argmax,"[[39],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,19.260,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[3],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,22.319,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[4,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,120.799,1,22.784,22.784,0.000093,runtime
aten::argmax,"[[40,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,117.120,1,26.688,26.688,0.000109,runtime
aten::argmax,"[[41,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,166.968,1,26.977,26.977,0.000110,runtime
aten::argmax,"[[41],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.139,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[42,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,114.800,1,29.152,29.152,0.000119,runtime
aten::argmax,"[[43,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,142.610,1,29.601,29.601,0.000121,runtime
aten::argmax,"[[43],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.514,0,0.000,0.000,0.000000,runtime
aten::argmax,"[[44,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,116.109,1,29.792,29.792,0.000122,runtime
aten::argmax,"[[45,129280],[],[]]","[""float"",""Scalar"",""Scalar""]",0,1,137.953,1,29.600,29.600,0.000121,runtime
aten::argmax,"[[45],[],[]]","[""int"",""Scalar"",""Scalar""]",0,4,18.373,0,0.000,0.000,0.000000,runtime
