operator,input_shapes,input_dtypes,actual_capture_call_count,runtime_call_count,observed_in
aten::new_empty,"[[1,1024],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",428,0,actual_capture
aten::new_empty,"[[1,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",172,0,actual_capture
aten::new_empty,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""","""","""",""Scalar""]",344,0,actual_capture
aten::new_empty,"[[1,4096],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",1548,0,actual_capture
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""float"",""ScalarList"","""","""","""",""Scalar""]",172,0,actual_capture
aten::new_empty,"[[1,6],[],[],[],[],[]]","[""int"",""ScalarList"",""Scalar"","""","""",""""]",344,0,actual_capture
aten::new_empty,"[[1,8,512],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",86,0,actual_capture
aten::new_empty,"[[6,256],[],[],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar"","""","""",""""]",1548,0,actual_capture
aten::numpy_T,"[[1024,4096]]","[""c10::BFloat16""]",80,0,actual_capture
aten::numpy_T,"[[2048,4096]]","[""c10::BFloat16""]",84,0,actual_capture
aten::numpy_T,"[[256,4096]]","[""c10::BFloat16""]",172,0,actual_capture
aten::numpy_T,"[[512,4096]]","[""c10::BFloat16""]",84,0,actual_capture
aten::pad,"[[1,8,512],[],[],[]]","[""c10::BFloat16"",""ScalarList"","""",""Scalar""]",86,0,actual_capture
aten::permute,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::permute,"[[1,1,32],[]]","[""float"",""ScalarList""]",172,0,actual_capture
aten::permute,"[[1,1,4096],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",172,0,actual_capture
aten::permute,"[[1024,4096],[]]","[""c10::BFloat16"",""ScalarList""]",80,0,actual_capture
aten::permute,"[[2048,4096],[]]","[""c10::BFloat16"",""ScalarList""]",84,0,actual_capture
aten::permute,"[[256,4096],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::permute,"[[512,4096],[]]","[""c10::BFloat16"",""ScalarList""]",84,0,actual_capture
aten::permute,"[[8,1,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::pin_memory,"[[1],[]]","[""int"",""""]",4,8,"actual_capture,runtime"
aten::pin_memory,"[[1],[]]","[""long int"",""""]",10,20,"actual_capture,runtime"
aten::pow,"[[1,4096],[]]","[""float"",""Scalar""]",4,0,actual_capture
aten::record_stream,"[[1,4096],[]]","[""c10::BFloat16"",""""]",172,0,actual_capture
aten::repeat,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::repeat_interleave,"[[1],[1],[],[]]","[""long int"",""int"","""",""""]",10,20,"actual_capture,runtime"
aten::repeat_interleave,"[[1],[]]","[""int"",""""]",10,20,"actual_capture,runtime"
aten::reshape,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::reshape,"[[1,2,584],[]]","[""unsigned char"",""ScalarList""]",20,0,actual_capture
aten::reshape,"[[1,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::reshape,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::reshape,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",42,0,actual_capture
aten::reshape,"[[1,64,132],[]]","[""unsigned char"",""ScalarList""]",21,0,actual_capture
aten::reshape,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[1,64,584],[]]","[""unsigned char"",""ScalarList""]",64,0,actual_capture
aten::reshape,"[[1,8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::reshape,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",84,0,actual_capture
aten::reshape,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",42,0,actual_capture
aten::reshape,"[[17039360],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::reshape,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",40,0,actual_capture
aten::reshape,"[[1],[]]","[""bool"",""ScalarList""]",4,0,actual_capture
aten::reshape,"[[1],[]]","[""int"",""ScalarList""]",12,28,"actual_capture,runtime"
aten::reshape,"[[1],[]]","[""long int"",""ScalarList""]",4,8,"actual_capture,runtime"
aten::reshape,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",344,0,actual_capture
aten::reshape,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",42,0,actual_capture
aten::reshape,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",42,0,actual_capture
aten::reshape,"[[50317,2,584],[]]","[""unsigned char"",""ScalarList""]",20,0,actual_capture
aten::reshape,"[[50317,64,132],[]]","[""unsigned char"",""ScalarList""]",21,0,actual_capture
aten::reshape,"[[50317,64,584],[]]","[""unsigned char"",""ScalarList""]",64,0,actual_capture
aten::reshape,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::reshape,"[[8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::resize_,"[[0],[],[]]","[""long int"",""ScalarList"",""""]",10,20,"actual_capture,runtime"
aten::resolve_conj,[[1]],"[""int""]",0,8,runtime
aten::resolve_conj,[[2]],"[""int""]",4,8,"actual_capture,runtime"
aten::resolve_neg,[[1]],"[""int""]",0,8,runtime
aten::resolve_neg,[[2]],"[""int""]",4,8,"actual_capture,runtime"
aten::result_type,"[[1,4096],[1,1]]","[""float"",""float""]",4,0,actual_capture
aten::result_type,"[[1,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",4,0,actual_capture
aten::result_type,"[[1,6],[]]","[""float"",""Scalar""]",344,0,actual_capture
aten::rsqrt,"[[1,1]]","[""float""]",4,0,actual_capture
aten::select,"[[1,1],[],[]]","[""int"",""Scalar"",""Scalar""]",0,3,runtime
aten::select,"[[1],[],[]]","[""long int"",""Scalar"",""Scalar""]",10,20,"actual_capture,runtime"
aten::set_,"[[0],[],[],[],[]]","[""int"","""",""Scalar"",""ScalarList"",""ScalarList""]",4,8,"actual_capture,runtime"
aten::set_,"[[0],[],[],[],[]]","[""long int"","""",""Scalar"",""ScalarList"",""ScalarList""]",10,20,"actual_capture,runtime"
aten::slice,"[[1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",52,20,"actual_capture,runtime"
aten::slice,"[[1,1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",0,4,runtime
aten::slice,"[[1,4096],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8,16,"actual_capture,runtime"
aten::slice,"[[1,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",16,32,"actual_capture,runtime"
aten::slice,"[[1,64,128],[],[],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,64,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",344,0,actual_capture
aten::slice,"[[1,64],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,8192],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,0,actual_capture
aten::slice,"[[1,8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8,16,"actual_capture,runtime"
aten::slice,"[[1],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",84,12,"actual_capture,runtime"
aten::slice,"[[1],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",0,6,runtime
aten::slice,"[[1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",12,64,"actual_capture,runtime"
aten::slice,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",22,24,"actual_capture,runtime"
aten::slice,"[[24576],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",860,0,actual_capture
aten::slice,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",34,80,"actual_capture,runtime"
aten::slice,"[[805306368],[],[],[],[]]","[""unsigned char"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",598,0,actual_capture
aten::slice,"[[8192,1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,8,"actual_capture,runtime"
aten::slice,"[[8192,16384],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,0,actual_capture
aten::slice,"[[8192,256],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,8,"actual_capture,runtime"
aten::slice,"[[8192,512],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",126,0,actual_capture
aten::slice,"[[8192],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,8,"actual_capture,runtime"
aten::slice,"[[8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",42,89,"actual_capture,runtime"
aten::slice,"[[8192],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",32,72,"actual_capture,runtime"
aten::split_with_sizes,"[[1,1024],[],[]]","[""float"",""ScalarList"",""Scalar""]",80,0,actual_capture
aten::split_with_sizes,"[[1,1536],[],[]]","[""c10::BFloat16"",""ScalarList"",""Scalar""]",172,0,actual_capture
aten::split_with_sizes,"[[1,2048],[],[]]","[""float"",""ScalarList"",""Scalar""]",84,0,actual_capture
aten::split_with_sizes,"[[1,512],[],[]]","[""float"",""ScalarList"",""Scalar""]",84,0,actual_capture
aten::squeeze,"[[1,1],[]]","[""long int"",""Scalar""]",0,4,runtime
aten::squeeze,"[[1,4,1],[]]","[""float"",""Scalar""]",4,0,actual_capture
aten::sub,"[[1],[1],[],[1]]","[""int"",""int"",""Scalar"",""int""]",2,4,"actual_capture,runtime"
aten::sub,"[[1],[1],[]]","[""int"",""int"",""Scalar""]",12,24,"actual_capture,runtime"
aten::sub,"[[1],[],[]]","[""int"",""long int"",""Scalar""]",0,4,runtime
aten::to,"[[1,129280],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",0,4,runtime
aten::to,"[[1,1536],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",172,0,actual_capture
aten::to,"[[1,1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",0,4,runtime
aten::to,"[[1,4096],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",524,0,actual_capture
aten::to,"[[1,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",4,0,actual_capture
aten::to,"[[1,512],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",172,0,actual_capture
aten::to,"[[1,8192],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""""]",84,0,actual_capture
aten::to,"[[1],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",0,8,runtime
aten::to,"[[1],[],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4,0,actual_capture
aten::to,"[[1],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""""]",10,28,"actual_capture,runtime"
aten::to,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::to,"[[2],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4,8,"actual_capture,runtime"
aten::to,"[[],[],[],[],[],[]]","[""double"","""",""Scalar"",""Scalar"",""Scalar"",""""]",860,0,actual_capture
aten::to,"[[],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::to,"[[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",10,20,"actual_capture,runtime"
aten::transpose,"[[1,1,32],[],[]]","[""float"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::transpose,"[[1,1,4096],[],[]]","[""c10::Float8_e4m3fn"",""Scalar"",""Scalar""]",172,0,actual_capture
aten::transpose,"[[1,1,64],[],[]]","[""float"",""Scalar"",""Scalar""]",86,0,actual_capture
aten::unsqueeze,"[[1,2,584],[]]","[""unsigned char"",""Scalar""]",20,0,actual_capture
aten::unsqueeze,"[[1,4096],[]]","[""c10::BFloat16"",""Scalar""]",4,0,actual_capture
aten::unsqueeze,"[[1,64,132],[]]","[""unsigned char"",""Scalar""]",21,0,actual_capture
aten::unsqueeze,"[[1,64,512],[]]","[""c10::BFloat16"",""Scalar""]",172,0,actual_capture
aten::unsqueeze,"[[1,64,584],[]]","[""unsigned char"",""Scalar""]",64,0,actual_capture
aten::unsqueeze,"[[1],[]]","[""bool"",""Scalar""]",4,0,actual_capture
aten::unsqueeze,"[[1],[]]","[""int"",""Scalar""]",2,8,"actual_capture,runtime"
aten::unsqueeze,"[[50317,2,584],[]]","[""unsigned char"",""Scalar""]",20,0,actual_capture
aten::unsqueeze,"[[50317,64,132],[]]","[""unsigned char"",""Scalar""]",21,0,actual_capture
aten::unsqueeze,"[[50317,64,584],[]]","[""unsigned char"",""Scalar""]",64,0,actual_capture
aten::view,"[[1,1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::view,"[[1,1024],[]]","[""c10::BFloat16"",""ScalarList""]",428,0,actual_capture
aten::view,"[[1,1536],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[1,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::view,"[[1,16],[]]","[""float"",""ScalarList""]",344,0,actual_capture
aten::view,"[[1,2,584],[]]","[""unsigned char"",""ScalarList""]",20,0,actual_capture
aten::view,"[[1,256],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[1,256],[]]","[""int"",""ScalarList""]",2,4,"actual_capture,runtime"
aten::view,"[[1,32768],[]]","[""int"",""ScalarList""]",0,4,runtime
aten::view,"[[1,4,1],[]]","[""float"",""ScalarList""]",340,0,actual_capture
aten::view,"[[1,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",692,0,actual_capture
aten::view,"[[1,4,4],[]]","[""float"",""ScalarList""]",340,0,actual_capture
aten::view,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",1976,4,"actual_capture,runtime"
aten::view,"[[1,4],[]]","[""float"",""ScalarList""]",344,0,actual_capture
aten::view,"[[1,512],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[1,512],[]]","[""int"",""ScalarList""]",42,0,actual_capture
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""Scalar""]",84,0,actual_capture
aten::view,"[[1,64,128],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",42,0,actual_capture
aten::view,"[[1,64,132],[]]","[""unsigned char"",""ScalarList""]",21,0,actual_capture
aten::view,"[[1,64,512],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[1,64,584],[]]","[""unsigned char"",""ScalarList""]",107,0,actual_capture
aten::view,"[[1,64],[]]","[""c10::BFloat16"",""ScalarList""]",84,0,actual_capture
aten::view,"[[1,8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::view,"[[1,8192],[]]","[""c10::BFloat16"",""ScalarList""]",168,0,actual_capture
aten::view,"[[1048576],[]]","[""unsigned char"",""Scalar""]",84,0,actual_capture
aten::view,"[[1048576],[]]","[""unsigned char"",""ScalarList""]",84,0,actual_capture
aten::view,"[[1310720],[]]","[""unsigned char"",""Scalar""]",42,0,actual_capture
aten::view,"[[1310720],[]]","[""unsigned char"",""ScalarList""]",42,0,actual_capture
aten::view,"[[1536],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[17039360],[]]","[""c10::BFloat16"",""ScalarList""]",4,0,actual_capture
aten::view,"[[17563648],[]]","[""c10::BFloat16"",""ScalarList""]",40,0,actual_capture
aten::view,"[[1],[]]","[""bool"",""ScalarList""]",14,20,"actual_capture,runtime"
aten::view,"[[1],[]]","[""int"",""ScalarList""]",12,28,"actual_capture,runtime"
aten::view,"[[1],[]]","[""long int"",""ScalarList""]",4,12,"actual_capture,runtime"
aten::view,"[[24,16384],[]]","[""float"",""ScalarList""]",340,0,actual_capture
aten::view,"[[24576],[]]","[""c10::BFloat16"",""ScalarList""]",688,0,actual_capture
aten::view,"[[3072],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[33816576],[]]","[""c10::BFloat16"",""ScalarList""]",42,0,actual_capture
aten::view,"[[34078720],[]]","[""unsigned char"",""Scalar""]",4,0,actual_capture
aten::view,"[[35127296],[]]","[""unsigned char"",""Scalar""]",40,0,actual_capture
aten::view,"[[4096],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[41943040],[]]","[""c10::Float8_e4m3fn"",""ScalarList""]",42,0,actual_capture
aten::view,"[[41943040],[]]","[""unsigned char"",""Scalar""]",42,0,actual_capture
aten::view,"[[49152],[]]","[""unsigned char"",""Scalar""]",344,0,actual_capture
aten::view,"[[50317,64,584],[]]","[""unsigned char"",""ScalarList""]",43,0,actual_capture
aten::view,"[[6,4096],[]]","[""c10::BFloat16"",""ScalarList""]",344,0,actual_capture
aten::view,"[[6,512],[]]","[""c10::BFloat16"",""ScalarList""]",172,0,actual_capture
aten::view,"[[67633152],[]]","[""unsigned char"",""Scalar""]",42,0,actual_capture
aten::view,"[[8,16160],[]]","[""c10::BFloat16"",""ScalarList""]",0,4,runtime
aten::view_as,"[[1],[]]","[""bool"",""bool""]",10,20,"actual_capture,runtime"
aten::zero_,"[[1,64,512]]","[""c10::BFloat16""]",86,0,actual_capture
aten::zeros,"[[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""",""Scalar""]",172,0,actual_capture
c10d::_allgather_base_,"[[8,16160],[1,16160],[],[],[]]","[""c10::BFloat16"",""c10::BFloat16"","""",""Scalar"",""Scalar""]",0,4,runtime
record_param_comms,"[[1,16160],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"","""","""",""Scalar"","""",""ScalarList"",""ScalarList"",""Scalar"",""Scalar"",""Scalar""]",0,4,runtime
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,"[[1],[1],[],[],[],[],[],[]]","[""int"",""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,0,actual_capture
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,"[[1],[1],[],[],[],[],[]]","[""int"",""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4,0,actual_capture
triton_poi_fused_clamp_mul_sigmoid_slice_0,"[[1,512],[],[],[1,256],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""c10::BFloat16"",""Scalar"",""Scalar""]",172,0,actual_capture
vllm::all_gather,"[[1,16160],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""""]",0,4,runtime
vllm::all_reduce,"[[1,4096],[]]","[""c10::BFloat16"",""""]",348,0,actual_capture
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[4096,1024],[32,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",344,0,actual_capture
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,1024],[8192,1024],[64,8],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",84,0,actual_capture
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,256],[4096,256],[32,2],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",172,0,actual_capture
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,4096],[1536,4096],[12,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",172,0,actual_capture
vllm::dynamic_flashinfer_deepgemm_blockscale_gemm,"[[1,4096],[512,4096],[4,32],[],[]]","[""c10::BFloat16"",""c10::Float8_e4m3fn"",""float"",""Scalar"",""Scalar""]",172,0,actual_capture
vllm::fused_inv_rope_fp8_quant_kernel,"[[1,8,512],[1],[1048576,64],[],[],[],[],[],[],[],[],[],[],[],[]]","[""c10::BFloat16"",""long int"",""float"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",172,0,actual_capture
vllm::moe_forward_shared,"[[1,4096],[1,4096],[1,4096],[1],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""c10::BFloat16"",""int"","""",""Scalar""]",172,0,actual_capture
vllm::sparse_attn_indexer,"[[1,4096],[],[1,64,132],[1,64,128],[],[],[1,64],[],[],[],[],[],[],[8192,512],[],[]]","[""c10::BFloat16"","""",""unsigned char"",""c10::Float8_e4m3fn"","""","""",""float"",""Scalar"","""",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""int"",""Scalar"",""Scalar""]",42,0,actual_capture
vllm::sparse_attn_indexer,"[[1,4096],[],[50317,64,132],[1,64,128],[],[],[1,64],[],[],[],[],[],[],[8192,512],[],[]]","[""c10::BFloat16"","""",""unsigned char"",""c10::Float8_e4m3fn"","""","""",""float"",""Scalar"","""",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""int"",""Scalar"",""Scalar""]",42,0,actual_capture
vllm_ir::rms_norm,"[[1,4096],[4096],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""""]",4,0,actual_capture
