operator,input_shapes,input_dtypes,call_count
aten::slice,"[[1,4096],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8
aten::slice,"[[1,8192],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",8
aten::fill_,"[[8192],[]]","[""long int"",""Scalar""]",6
_C::weak_ref_tensor,"[[1,4096]]","[""c10::BFloat16""]",4
aten::_pin_memory,"[[1],[]]","[""int"",""""]",4
aten::_to_copy,"[[1,4096],[],[],[],[],[],[]]","[""c10::BFloat16"",""Scalar"","""","""","""",""Scalar"",""""]",4
aten::_to_copy,"[[1,4096],[],[],[],[],[],[]]","[""float"",""Scalar"","""","""","""",""Scalar"",""""]",4
aten::_to_copy,"[[1],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""""]",4
aten::add,"[[1,1],[],[]]","[""float"",""double"",""Scalar""]",4
aten::as_strided,"[[1,1],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[1,4,1],[],[],[]]","[""float"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[1,4096],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""""]",4
aten::as_strided,"[[8192,1,128],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::as_strided,"[[8192,16384],[],[],[]]","[""c10::BFloat16"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::as_strided,"[[8192,256],[],[],[]]","[""int"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::as_strided,"[[8192],[],[],[]]","[""bool"",""ScalarList"",""ScalarList"",""Scalar""]",4
aten::clamp,"[[1,128],[],[]]","[""int"",""Scalar"",""""]",4
aten::clamp_,"[[1,8192],[],[]]","[""int"",""Scalar"",""""]",4
aten::copy_,"[[1,16384],[1,16384],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar""]",4
aten::copy_,"[[1,4096],[1,4096],[]]","[""c10::BFloat16"",""float"",""Scalar""]",4
aten::copy_,"[[1,4096],[1,4096],[]]","[""float"",""c10::BFloat16"",""Scalar""]",4
aten::copy_,"[[1,512],[1,512],[]]","[""int"",""int"",""Scalar""]",4
aten::copy_,"[[1],[1],[]]","[""bool"",""bool"",""Scalar""]",4
aten::detach,[[2]],"[""int""]",4
aten::embedding,"[[16160,4096],[1],[],[],[]]","[""c10::BFloat16"",""long int"",""Scalar"",""Scalar"",""Scalar""]",4
aten::empty,"[[],[],[],[],[],[]]","[""ScalarList"",""Scalar"","""","""","""",""""]",4
aten::empty_like,"[[1,128],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",4
aten::empty_like,"[[1,4096],[],[],[],[],[]]","[""float"",""Scalar"","""","""",""Scalar"",""""]",4
aten::empty_like,"[[1],[],[],[],[],[]]","[""int"",""Scalar"","""","""",""Scalar"",""""]",4
aten::empty_like,"[[1],[],[],[],[],[]]","[""long int"",""Scalar"","""","""",""Scalar"",""""]",4
aten::expand,"[[1,1],[],[]]","[""bool"",""ScalarList"",""Scalar""]",4
aten::fill_,"[[0,512],[]]","[""int"",""Scalar""]",4
aten::fill_,"[[8191],[]]","[""int"",""int""]",4
aten::fill_,"[[8192],[]]","[""int"",""Scalar""]",4
aten::fill_,"[[],[]]","[""int"",""Scalar""]",4
aten::flatten,"[[1,4,4096],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar""]",4
aten::floor_divide,"[[1],[]]","[""int"",""long int""]",4
aten::ge,"[[1],[]]","[""long int"",""Scalar""]",4
aten::index,"[[1,4096],[]]","[""c10::BFloat16"",""""]",4
aten::is_pinned,"[[1],[]]","[""int"",""""]",4
aten::lift_fresh,[[1]],"[""int""]",4
aten::lift_fresh,[[1]],"[""long int""]",4
aten::masked_fill_,"[[1,4096],[1,1],[]]","[""c10::BFloat16"",""bool"",""Scalar""]",4
aten::mean,"[[1,4096],[],[],[]]","[""float"",""ScalarList"",""Scalar"",""""]",4
aten::mul,"[[1,4096],[1,1]]","[""float"",""float""]",4
aten::mul,"[[1,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",4
aten::pin_memory,"[[1],[]]","[""int"",""""]",4
aten::pow,"[[1,4096],[]]","[""float"",""Scalar""]",4
aten::repeat,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[1,4,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[17039360],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::reshape,"[[1],[]]","[""bool"",""ScalarList""]",4
aten::reshape,"[[1],[]]","[""long int"",""ScalarList""]",4
aten::resolve_conj,[[2]],"[""int""]",4
aten::resolve_neg,[[2]],"[""int""]",4
aten::result_type,"[[1,4096],[1,1]]","[""float"",""float""]",4
aten::result_type,"[[1,4096],[4096]]","[""c10::BFloat16"",""c10::BFloat16""]",4
aten::rsqrt,"[[1,1]]","[""float""]",4
aten::set_,"[[0],[],[],[],[]]","[""int"","""",""Scalar"",""ScalarList"",""ScalarList""]",4
aten::slice,"[[8192,1,128],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::slice,"[[8192,16384],[],[],[],[]]","[""c10::BFloat16"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::slice,"[[8192,256],[],[],[],[]]","[""int"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::slice,"[[8192],[],[],[],[]]","[""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
aten::squeeze,"[[1,4,1],[]]","[""float"",""Scalar""]",4
aten::to,"[[1,4096],[],[],[],[]]","[""float"",""Scalar"",""Scalar"",""Scalar"",""""]",4
aten::to,"[[1],[],[],[],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4
aten::to,"[[1],[],[],[],[]]","[""long int"",""Scalar"",""Scalar"",""Scalar"",""""]",4
aten::to,"[[2],[],[],[],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""","""",""Scalar"",""Scalar"",""""]",4
aten::unsqueeze,"[[1,4096],[]]","[""c10::BFloat16"",""Scalar""]",4
aten::unsqueeze,"[[1],[]]","[""bool"",""Scalar""]",4
aten::view,"[[1,1,4096],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::view,"[[17039360],[]]","[""c10::BFloat16"",""ScalarList""]",4
aten::view,"[[1],[]]","[""long int"",""ScalarList""]",4
aten::view,"[[34078720],[]]","[""unsigned char"",""Scalar""]",4
triton_poi_fused___and_____or___add_ge_lt_mul_sub_0,"[[1],[1],[],[],[],[],[],[]]","[""int"",""long int"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
triton_poi_fused___and_____or___bitwise_not_ge_lt_1,"[[1],[1],[],[],[],[],[]]","[""int"",""bool"",""Scalar"",""Scalar"",""Scalar"",""Scalar"",""Scalar""]",4
vllm_ir::rms_norm,"[[1,4096],[4096],[],[]]","[""c10::BFloat16"",""c10::BFloat16"",""Scalar"",""""]",4
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[1,64,1,584],[1,1,128],[1],[64],[],[],[],[],[],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""","""","""","""",""Scalar"",""Scalar"",""c10::BFloat16""]",2
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[],[],[],[],[],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""","""","""","""",""Scalar"",""Scalar"",""c10::BFloat16""]",2
aten::alias,"[[1,128]]","[""int""]",2
aten::clamp_,"[[1,4096],[],[]]","[""int"",""Scalar"",""""]",2
aten::copy_,"[[0],[],[]]","[""bool"",""bool"",""Scalar""]",2
aten::copy_,"[[1,128],[1,128],[]]","[""int"",""int"",""Scalar""]",2
aten::copy_,"[[1,4096],[1,4096],[]]","[""int"",""int"",""Scalar""]",2
aten::copy_,"[[1,8192],[1,8192],[]]","[""int"",""int"",""Scalar""]",2
aten::copy_,"[[133,2],[133,2],[]]","[""int"",""int"",""Scalar""]",2
aten::copy_,"[[1],[],[]]","[""int"",""int"",""Scalar""]",2
aten::copy_,"[[2],[2],[]]","[""int"",""int"",""Scalar""]",2
aten::diff,"[[2],[],[],[],[],[1]]","[""int"",""Scalar"",""Scalar"","""","""",""int""]",2
aten::diff,"[[2],[],[],[],[]]","[""int"",""Scalar"",""Scalar"","""",""""]",2
aten::fill_,"[[0,128],[]]","[""int"",""Scalar""]",2
aten::fill_,"[[0,4096],[]]","[""int"",""Scalar""]",2
aten::fill_,"[[0,8192],[]]","[""int"",""Scalar""]",2
aten::fill_,"[[0],[]]","[""bool"",""bool""]",2
aten::fill_,"[[0],[]]","[""int"",""Scalar""]",2
aten::fill_,"[[0],[]]","[""int"",""int""]",2
aten::fill_,"[[1],[]]","[""int"",""int""]",2
aten::lift_fresh,[[]],"[""bool""]",2
aten::lt,"[[1],[1]]","[""int"",""int""]",2
aten::max,[[1]],"[""int""]",2
aten::min,[[1]],"[""int""]",2
aten::sub,"[[1],[1],[],[1]]","[""int"",""int"",""Scalar"",""int""]",2
aten::unsqueeze,"[[1],[]]","[""int"",""Scalar""]",2
aten::view,"[[1,256],[]]","[""int"",""ScalarList""]",2
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[1,64,1,584],[1,1,128],[1],[64],[],[],[1,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[1,64,1,584],[1,1,128],[1],[64],[],[],[1,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[],[],[50317,2,1,584],[1,1,256],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1
_flashmla_C::sparse_decode_fwd,"[[1,1,64,512],[50317,64,1,584],[1,1,128],[1],[64],[],[],[50317,64,1,584],[1,1,512],[1],[],[],[1,1,64,512]]","[""c10::BFloat16"",""unsigned char"",""int"",""int"",""float"","""","""",""unsigned char"",""int"",""int"",""Scalar"",""Scalar"",""c10::BFloat16""]",1
